Sample,total_reads,avg_input_read_length,uniquely_mapped,uniquely_mapped_percent,avg_mapped_read_length,num_splices,num_annotated_splices,num_GTAG_splices,num_GCAG_splices,num_ATAC_splices,num_noncanonical_splices,mismatch_rate,deletion_rate,deletion_length,insertion_rate,insertion_length,multimapped,multimapped_percent,multimapped_toomany,multimapped_toomany_percent,unmapped_mismatches_percent,unmapped_tooshort_percent,unmapped_other_percent,unmapped_mismatches,unmapped_tooshort,unmapped_other,featureCounts_mqc-generalstats-percent_assigned,featureCounts_mqc-generalstats-Assigned,Picard_mqc-generalstats-PCT_RIBOSOMAL_BASES,Picard_mqc-generalstats-PCT_MRNA_BASES,Picard_mqc-generalstats-PCT_PF_READS_ALIGNED,Picard_mqc-generalstats-summed_median,Picard_mqc-generalstats-summed_mean,Picard_mqc-generalstats-PERCENT_DUPLICATION,STAR_mqc-generalstats-uniquely_mapped_percent,STAR_mqc-generalstats-uniquely_mapped,FastQC_mqc-generalstats-percent_duplicates,FastQC_mqc-generalstats-percent_gc,FastQC_mqc-generalstats-avg_sequence_length,FastQC_mqc-generalstats-percent_fails,FastQC_mqc-generalstats-total_sequences,Total,Assigned,Unassigned_Ambiguity,Unassigned_MultiMapping,Unassigned_NoFeatures,Unassigned_Unmapped,Unassigned_MappingQuality,Unassigned_FragmentLength,Unassigned_Chimera,Unassigned_Secondary,Unassigned_Nonjunction,Unassigned_Duplicate,percent_assigned,PF_BASES,PF_ALIGNED_BASES,RIBOSOMAL_BASES,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,IGNORED_READS,CORRECT_STRAND_READS,INCORRECT_STRAND_READS,PCT_RIBOSOMAL_BASES,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,PCT_USABLE_BASES,PCT_CORRECT_STRAND_READS,MEDIAN_CV_COVERAGE,MEDIAN_5PRIME_BIAS,MEDIAN_3PRIME_BIAS,MEDIAN_5PRIME_TO_3PRIME_BIAS,PF_NOT_ALIGNED_BASES
05800f53-db25-47a7-8b0c-e1e4decbbc4e,70965153,152,65851014,92.79,151.24,10490282,10270015,10382865,89006,8978,9433,0.3,0.01,1.72,0.01,1.45,3543628,4.99,81407,0.11,0,1.95,0.15,0,1382739,106365,32.0146541533882,25419815,7e-04,40.7959,0.977869,180,202.041496,0.166711,92.79,65851014,29.9091390098242,46,76,9.09090909090909,70965153,79400561,25419815,1506819,11979036,38924380,1570511,0,0,0,0,0,0,32.0146541533882,10786703256,10493470435,75696,2184824053,2096080363,5520282303,692209601,0,0,0,7e-04,20.8208,19.9751,52.6068,6.5966,40.7959,39.6869,0,0.489156,0.40945,0.639208,0.611094,293232821
06c924a1-fe27-4bb0-b04e-134848ab7051,70117013,152,65279278,93.1,151.22,9905718,9690908,9804618,83020,8637,9443,0.34,0.01,1.64,0.01,1.44,3260877,4.65,87990,0.13,0,2,0.13,0,1397998,90870,32.0441184817473,24750590,4e-04,40.2372,0.977511,179,202.499933,0.155054,93.1,65279278,28.4282512758957,45,76,4.54545454545455,70117013,77239104,24750590,1566989,10382968,38961699,1576858,0,0,0,0,0,0,32.0441184817473,10657785976,10362830604,38456,2031939662,2137768409,5571904672,621182773,0,0,0,4e-04,19.608,20.6292,53.7682,5.9943,40.2372,39.1236,0,0.489843,0.374145,0.709924,0.499847,294955372
0a8420d6-9f4f-4bd3-9390-cc55b17e8034,84660115,152,78588500,92.83,151.33,14535507,14267344,14387406,124353,12886,10862,0.26,0.01,1.64,0.01,1.43,4525349,5.35,119649,0.14,0,1.56,0.13,0,1316877,109740,36.0257243218156,34202555,5e-04,46.4914,0.981736,170,189.907035,0.177907,92.83,78588500,33.814653874266,46,76,9.09090909090909,84660115,94939257,34202555,2224426,14804491,42161519,1546266,0,0,0,0,0,0,36.0257243218156,12868337480,12575510408,58368,2959323572,2887213155,5968931514,759985863,0,0,0,5e-04,23.5324,22.959,47.4647,6.0434,46.4914,45.4335,0,0.501564,0.392519,0.717503,0.509923,292827072
17fcfd15-3ab9-4d10-bb65-3d83b9df6206,69041288,152,63961127,92.64,151.3,11128411,10882562,11017029,92094,9089,10199,0.28,0.01,1.63,0.01,1.44,3754128,5.44,99383,0.14,0,1.66,0.12,0,1143954,82696,34.4688653537448,26924752,2e-04,44.9357,0.980794,176,198.701943,0.178687,92.64,63961127,33.0838794734464,46,76,9.09090909090909,69041288,78113253,26924752,1845966,12826093,35190409,1326033,0,0,0,0,0,0,34.4688653537448,10494275776,10243154724,19608,2261601222,2341231550,4959985421,680317293,0,0,0,2e-04,22.0791,22.8565,48.4224,6.6417,44.9357,43.8604,0,0.485555,0.396956,0.677474,0.525159,251121052
29e803f7-c848-446b-8ed2-a724d72c9b14,50257056,152,46528379,92.58,151.26,6665184,6513151,6597637,55753,5645,6149,0.32,0.01,1.7,0.01,1.42,2630463,5.23,74738,0.15,0,1.91,0.13,0,958254,65222,29.7569302346382,16767441,3e-04,38.9993,0.978148,194,218.866332,0.166389,92.58,46528379,27.1351976033547,46,76,9.09090909090909,50257056,56348020,16767441,1351832,8721427,28409106,1098214,0,0,0,0,0,0,29.7569302346382,7639072512,7434740663,20672,1371464399,1528028773,4058310369,476916908,0,0,0,3e-04,18.4467,20.5525,54.5858,6.4147,38.9993,37.9561,0,0.495837,0.418899,0.642852,0.568023,204331849
2b02afe4-b21d-4bf4-a2fa-56f6de7ec33e,57072766,152,53344434,93.47,151.27,8514277,8323640,8427191,71400,7054,8632,0.29,0.01,1.7,0.01,1.43,2495092,4.37,71905,0.13,0,1.89,0.15,0,1075943,85392,32.4136171174363,20310930,6e-04,40.0171,0.978392,187,210.51249,0.141649,93.47,53344434,27.5906635087421,45.5,76,9.09090909090909,57072766,62661720,20310930,1161536,8084046,31871968,1233240,0,0,0,0,0,0,32.4136171174363,8675060432,8445813535,48336,1726096210,1653672369,4540642904,525355106,0,0,0,6e-04,20.4373,19.5798,53.7621,6.2203,40.0171,38.9596,0,0.504101,0.409116,0.642181,0.562244,229246897
2e2a3b1b-ada1-422e-be36-0239d4825a22,65694180,152,60829048,92.59,151.34,10527798,10327340,10420617,90435,9030,7716,0.28,0.01,1.64,0.01,1.42,3652228,5.56,99714,0.15,0,1.56,0.13,0,1027560,85630,33.4183225374996,24993396,3e-04,43.8293,0.981537,171,189.476695,0.190666,92.59,60829048,30.4550840236488,46,76,13.6363636363636,65694180,74789499,24993396,1674529,12747547,34161123,1212904,0,0,0,0,0,0,33.4183225374996,9985515360,9756158977,32072,2150468057,2125588273,4815995214,664075818,0,0,0,3e-04,22.0422,21.7871,49.3636,6.8067,43.8293,42.8226,0,0.501693,0.393577,0.719111,0.505225,229356383
3005a9d9-24c6-4fb6-b5e7-a367a196bd49,78889281,152,73086464,92.64,151.26,12180374,11887776,12058440,100605,10046,11283,0.31,0.01,1.63,0.01,1.43,4193924,5.32,94718,0.12,0,1.79,0.13,0,1411653,102522,33.259430249885,29611809,1e-04,42.8169,0.979606,178,199.478392,0.183922,92.64,73086464,32.9666120456642,46,76,9.09090909090909,78889281,89032821,29611809,1891131,14337464,41583524,1608893,0,0,0,0,0,0,33.259430249885,11991170712,11686779378,16416,2483663733,2520256365,5919509668,763333570,0,0,0,1e-04,21.2519,21.565,50.6513,6.5316,42.8169,41.73,0,0.480318,0.394583,0.691776,0.525969,304391334
31267684-4b86-479e-8825-192fe5cd52ac,62937745,152,58361448,92.73,151.28,10691039,10449478,10583916,88493,9221,9409,0.29,0.01,1.63,0.01,1.43,3355445,5.33,63658,0.1,0,1.72,0.12,0,1081725,75469,35.3704381957148,25056770,6e-04,45.4918,0.980602,181,201.862308,0.162987,92.73,58361448,31.1265743036441,46,76,9.09090909090909,62937745,70840994,25056770,1594411,11258694,31710267,1220852,0,0,0,0,0,0,35.3704381957148,9566537240,9334106282,55480,2160200226,2086056914,4478407403,609391032,0,0,0,6e-04,23.1431,22.3488,47.979,6.5286,45.4918,44.3866,0,0.489228,0.414696,0.67071,0.563519,232430958
33575b11-dab8-449e-b0c6-5a25120f7e00,64851995,152,60397332,93.13,151.24,9376173,9189552,9278341,81655,8017,8160,0.31,0.01,1.71,0.01,1.43,3006909,4.64,61142,0.09,0,2,0.14,0,1295899,90713,32.923356325872,23620246,2e-04,41.0178,0.977676,196,224.79334,0.151123,93.13,60397332,28.2644312886142,45,76,9.09090909090909,64851995,71743129,23620246,1411032,9898043,35366054,1447754,0,0,0,0,0,0,32.923356325872,9857503240,9588054387,19912,1935488051,1997319596,5011591125,643636198,0,0,0,2e-04,20.1865,20.8313,52.2691,6.7129,41.0178,39.8966,0,0.496357,0.391417,0.737614,0.514613,269448853
4130e9f4-ecd4-49d4-8f57-58955c285927,66150492,152,61189753,92.5,151.26,11785306,11542833,11666629,99120,10261,9296,0.29,0.01,1.64,0.01,1.43,3632254,5.49,78101,0.12,0,1.76,0.13,0,1164379,86005,36.9156010620994,27540216,4e-04,47.9692,0.979917,177,197.871542,0.172924,92.5,61189753,32.5627564049047,46,76,9.09090909090909,66150492,74603190,27540216,1864412,12084952,31785125,1328485,0,0,0,0,0,0,36.9156010620994,10054874784,9802211200,39216,2380108811,2321930815,4477329612,622807247,0,0,0,4e-04,24.2813,23.6878,45.6767,6.3537,47.9692,46.7638,0,0.495276,0.385629,0.736925,0.487613,252663584
4fd18e3c-f526-42bf-8312-7a9943a5f226,68480899,152,63910749,93.33,151.28,9942419,9716101,9841705,83995,7752,8967,0.28,0.01,1.71,0.01,1.42,3148221,4.6,70473,0.1,0,1.84,0.13,0,1262274,89182,32.723667171223,24678693,5e-04,40.8059,0.979236,195,225.592672,0.1616,93.33,63910749,30.5283538763977,45,76,4.54545454545455,68480899,75415426,24678693,1551016,10082748,37681040,1421929,0,0,0,0,0,0,32.723667171223,10409096648,10143190475,46816,2019540289,2119478146,5386317088,617810834,0,0,0,5e-04,19.9103,20.8956,53.1028,6.0909,40.8059,39.7635,0,0.516039,0.419754,0.692948,0.576244,265906173
520e2c3e-789d-417d-98b1-90f95a4b7426,64324904,152,59639340,92.72,151.18,8827984,8618153,8737517,74368,7194,8905,0.36,0.01,1.7,0.01,1.45,2918547,4.54,72790,0.11,0,2.5,0.13,0,1610482,83745,30.9989708399866,21973317,3e-04,38.8842,0.97253,195,223.602736,0.158085,92.72,59639340,28.9441518116125,45,76,4.54545454545455,64324904,70884021,21973317,1412162,9477664,36253861,1767017,0,0,0,0,0,0,30.9989708399866,9777385408,9456376240,27664,1803407039,1873631895,5188471171,590838908,0,0,0,3e-04,19.0708,19.8134,54.8674,6.248,38.8842,37.6076,0,0.488654,0.410675,0.687757,0.564321,321009168
611fae83-40ef-4ef0-ae54-fb17589d6369,70858862,152,65529251,92.48,151.26,10878083,10633553,10768198,90623,8605,10657,0.29,0.01,1.72,0.01,1.43,3740842,5.28,93194,0.13,0,1.98,0.13,0,1403431,92144,33.425783075138,26611264,5e-04,43.3001,0.977578,185,209.40346,0.174085,92.48,65529251,32.6733140348218,46.5,76,9.09090909090909,70858862,79612986,26611264,1835384,12494966,37082603,1588769,0,0,0,0,0,0,33.425783075138,10770547024,10475845237,48944,2243195321,2292858943,5257237265,682505183,0,0,0,5e-04,21.413,21.8871,50.1844,6.515,43.3001,42.1154,0,0.495132,0.408344,0.641646,0.580566,294701787
6554ab0a-715e-4f72-858f-cc367a40a556,69200063,152,64687821,93.48,151.28,9357975,9143289,9260119,80414,7936,9506,0.29,0.01,1.74,0.01,1.44,3117695,4.51,80618,0.12,0,1.76,0.14,0,1217113,96816,30.2889019771421,23202220,3e-04,37.6329,0.979848,185,209.47502,0.15647,93.48,64687821,29.964767488728,45,76,4.54545454545455,69200063,76603041,23202220,1314695,10520673,40170906,1394547,0,0,0,0,0,0,30.2889019771421,10518409576,10255998056,29792,1925642121,1933985722,5761557041,634785533,0,0,0,3e-04,18.7758,18.8571,56.1774,6.1894,37.6329,36.694,0,0.493735,0.439923,0.649795,0.60333,262411520
6c5b2c7e-5c08-410a-b51b-1d4e0c67bce3,68596166,152,63048808,91.91,151.28,11436631,11195974,11319750,98438,9644,8799,0.28,0.01,1.64,0.01,1.43,3976381,5.8,87052,0.13,0,1.96,0.21,0,1340319,143606,34.9846988292001,27462602,6e-04,46.2489,0.977098,176,198.916995,0.185722,91.91,63048808,32.4425508174428,46,76,4.54545454545455,68596166,78498895,27462602,1844465,13879110,33741741,1570977,0,0,0,0,0,0,34.9846988292001,10426617232,10136681459,59128,2334069262,2354032357,4816845123,631683243,0,0,0,6e-04,23.026,23.2229,47.519,6.2317,46.2489,44.9628,0,0.496485,0.388489,0.737197,0.481108,289935773
818aa9d5-17ff-4e56-a952-eb2166a70b7d,79575037,152,73458144,92.31,151.3,13442666,13155663,13309872,109830,11193,11771,0.27,0.01,1.62,0.01,1.43,4570449,5.74,118987,0.15,0,1.67,0.12,0,1331762,95695,35.2682716885801,31818007,4e-04,46.1642,0.980566,172,194.453109,0.179181,92.31,73458144,35.0699611597657,46,76,4.54545454545455,79575037,90217086,31818007,2061869,15212498,39578268,1546444,0,0,0,0,0,0,35.2682716885801,12095405624,11803166690,47272,2713315942,2735521432,5635625579,718658539,0,0,0,4e-04,22.988,23.1762,47.7467,6.0887,46.1642,45.0488,0,0.483051,0.422152,0.683946,0.574278,292238934
8f50eca3-bcd5-42a2-a553-b3d5344633fd,75493701,152,69570045,92.15,151.2,11237442,10997992,11124341,94445,9549,9107,0.31,0.01,1.72,0.01,1.44,4124963,5.46,94561,0.13,0,2.12,0.14,0,1598566,105566,33.1795593599482,28123393,2e-04,43.8019,0.976174,187,212.797174,0.169133,92.15,69570045,31.936999952834,47,76,9.09090909090909,75493701,84761201,28123393,2229916,13392463,39216736,1798693,0,0,0,0,0,0,33.1795593599482,11475042552,11140999137,20976,2379680242,2500283493,5511819890,749195501,0,0,0,2e-04,21.3597,22.4422,49.4733,6.7247,43.8019,42.5268,0,0.511816,0.38245,0.658865,0.532278,334043415
9395379c-e72d-4dff-baec-316fc141fa6a,68286666,152,62703511,91.82,151.3,12743580,12449825,12616685,105852,10475,10568,0.27,0.01,1.62,0.01,1.43,4155300,6.09,88970,0.13,0,1.85,0.11,0,1263743,75142,38.2823145466493,29752789,3e-04,50.51,0.97909,179,204.206864,0.194522,91.82,62703511,36.4796518521624,47,76,4.54545454545455,68286666,77719410,29752789,2043218,13588044,30907504,1427855,0,0,0,0,0,0,38.2823145466493,10379573232,10113187743,30400,2536585128,2571581051,4415404038,589587773,0,0,0,3e-04,25.082,25.428,43.6599,5.8299,50.51,49.2136,0,0.493934,0.42294,0.683538,0.547782,266385489
a0b4eef2-1fe5-4105-b813-9408f204b6a6,63553672,152,58786539,92.5,151.23,9303141,9068648,9206792,80288,7048,9013,0.32,0.01,1.71,0.01,1.44,3206540,5.05,85884,0.14,0,2.12,0.21,0,1341795,132914,31.9953418389581,22773192,2e-04,40.9025,0.975444,185,211.254895,0.169549,92.5,58786539,31.0942613402587,46,76,13.6363636363636,63553672,71176586,22773192,1457328,10829454,34556019,1560593,0,0,0,0,0,0,31.9953418389581,9660158144,9373646896,16264,1912192420,1921867291,4964427296,575143749,0,0,0,2e-04,20.3997,20.5029,52.9615,6.1358,40.9025,39.6894,0,0.491081,0.436373,0.69113,0.60868,286511248
a5be0fcd-dec4-44b5-b5b4-275ceac207a5,87507309,152,81169333,92.76,151.3,13699575,13395452,13558943,117475,10958,12199,0.29,0.01,1.64,0.01,1.43,4628493,5.29,102848,0.12,0,1.71,0.13,0,1493123,113512,34.0249907503921,33490287,3e-04,43.6597,0.980465,175,196.568645,0.188058,92.76,81169333,34.1192172526109,46,76,13.6363636363636,87507309,98428497,33490287,2044514,15549681,45634532,1709483,0,0,0,0,0,0,34.0249907503921,13301110968,12978736571,32680,2803229577,2863254209,6461928669,850293663,0,0,0,3e-04,21.5986,22.0611,49.7886,6.5514,43.6597,42.6016,0,0.486492,0.420198,0.728808,0.53861,322374397
aab53278-5617-4b34-8d24-fac5e84f5ba3,74014559,152,68638024,92.74,151.23,10819981,10569909,10710239,90960,8628,10154,0.33,0.01,1.72,0.01,1.46,3618391,4.89,104619,0.14,0,2.1,0.13,0,1557131,96394,32.0749936679279,26321508,6e-04,40.9495,0.976246,181,205.329527,0.161751,92.74,68638024,31.4854957619282,46,76,4.54545454545455,74014559,82062395,26321508,1746254,11666227,40570262,1758144,0,0,0,0,0,0,32.0749936679279,11250212968,10925841288,61712,2231892260,2242189658,5782836054,668862212,0,0,0,6e-04,20.4276,20.5219,52.9281,6.1218,40.9495,39.7689,0,0.501979,0.41611,0.657826,0.619154,324371680
ad7ac9ae-0115-4ec9-b66c-40f3de250a59,57581763,152,52876818,91.83,151.3,10311906,10101180,10207883,87458,8450,8115,0.28,0.01,1.64,0.01,1.43,3615427,6.28,68442,0.12,0,1.67,0.1,0,963388,57688,36.7869060992137,24568715,3e-04,49.0335,0.981079,183,208.542607,0.197638,91.83,52876818,33.1251547135884,46.5,76,4.54545454545455,57581763,66786576,24568715,1600753,12820240,26707350,1089518,0,0,0,0,0,0,36.7869060992137,8752427976,8545185452,22192,2082711422,2107289642,3846603608,508560220,0,0,0,3e-04,24.3729,24.6605,45.0149,5.9514,49.0335,47.8724,0,0.504408,0.422145,0.677151,0.565558,207242524
af1ed5e6-53ec-4d00-8c1d-2e6cd001b5d3,53706602,152,49699821,92.54,151.3,7992621,7832866,7910056,69330,6610,6625,0.3,0.01,1.71,0.01,1.44,2899341,5.4,67629,0.13,0,1.8,0.13,0,969772,70039,32.8873788867677,19817776,4e-04,43.0331,0.97938,189,216.494823,0.167791,92.54,49699821,28.4939900703953,46,76,13.6363636363636,53706602,60259518,19817776,1520565,9452257,28361480,1107440,0,0,0,0,0,0,32.8873788867677,8163403504,7956962646,31160,1655365659,1768762287,4005604669,527199343,0,0,0,4e-04,20.804,22.2291,50.3409,6.6256,43.0331,41.9449,0,0.49449,0.412074,0.657849,0.575105,206440858
b12ca387-b8d5-4a1c-bc59-4b01569a0e69,59779933,152,54804398,91.68,151.27,11156217,10925498,11043605,94427,9258,8927,0.28,0.01,1.7,0.01,1.42,3688034,6.17,75632,0.13,0,1.91,0.12,0,1140231,71638,36.9687828783662,25168174,3e-04,50.1444,0.978463,190,217.931759,0.194164,91.68,54804398,35.0821834336464,47,76,4.54545454545455,59779933,68079531,25168174,2217003,11987632,27419221,1287501,0,0,0,0,0,0,36.9687828783662,9086549816,8846669027,30400,2209071139,2227036342,3884440355,526091143,0,0,0,3e-04,24.9707,25.1737,43.9085,5.9468,50.1444,48.8206,0,0.509283,0.422517,0.659845,0.602997,239880789
b1753cff-7a5b-4acd-bc55-9f8db75782d8,60835974,152,56287396,92.52,151.27,10118447,9934321,10015396,86728,8815,7508,0.28,0.01,1.63,0.01,1.44,3290855,5.41,82472,0.14,0,1.8,0.14,0,1090439,84812,35.1864674320623,24317020,3e-04,45.4526,0.979326,177,200.856581,0.173453,92.52,56287396,30.1458222894253,46,76,9.09090909090909,60835974,69109012,24317020,1449019,11563893,30521357,1257723,0,0,0,0,0,0,35.1864674320623,9247068048,9010611908,24472,2063908297,2031648759,4324162767,590867990,0,0,0,3e-04,22.9053,22.5473,47.9897,6.5575,45.4526,44.2903,0,0.496157,0.371283,0.723232,0.444796,236456140
b92236c1-3b45-43d0-8daa-728f368841a3,61605328,152,57304405,93.02,151.25,9215253,9024305,9119970,79248,7855,8180,0.28,0.01,1.72,0.01,1.43,2954106,4.8,70994,0.12,0,1.93,0.14,0,1189535,86288,32.2363421368143,22195698,5e-04,40.7945,0.978138,186,208.844285,0.164028,93.02,57304405,29.0559659256462,46,76,9.09090909090909,61605328,68853029,22195698,1320654,10201807,33788053,1346817,0,0,0,0,0,0,32.2363421368143,9364009856,9112676575,41952,1885046861,1832423493,4797053315,598113073,0,0,0,5e-04,20.686,20.1085,52.6415,6.5635,40.7945,39.6996,0,0.495919,0.416148,0.654998,0.57415,251333281
c2f2c887-d198-462b-aeb1-d60d5d428f55,58416497,152,53291179,91.23,151.24,10558610,10345625,10452717,89277,8928,7688,0.32,0.01,1.64,0.01,1.43,3879249,6.64,67816,0.12,0,1.91,0.11,0,1114091,64162,37.0066577131277,24687806,0.001,51.6201,0.978669,181,206.102497,0.183466,91.23,53291179,33.5616347458233,46,76,4.54545454545455,58416497,66711796,24687806,2554998,12174548,26048375,1246069,0,0,0,0,0,0,37.0066577131277,8879307544,8645333181,88160,2099126734,2363604775,3679419466,503095939,0,0,0,0.001,24.2805,27.3397,42.5596,5.8193,51.6201,50.2599,0,0.510725,0.41996,0.720051,0.545746,233974363
