cellType,p_val,avg_logFC,pct.1,pct.2,p_val_adj,ensemblID,cellTypeShort,geneID,n,Unique
Cone,8.9829311185891e-32,0.961899571240408,0.109,0.016,1.9412114147271e-27,ENSG00000127252,Cone,HRASLS,1,TRUE
Cone,5.69567529844723e-31,0.909864560678965,0.24,0.068,1.23083543199445e-26,ENSG00000113657,Cone,DPYSL3,2,FALSE
Cone,5.57286170829796e-30,1.36259650396989,0.164,0.037,1.20429541516319e-25,ENSG00000229444,Cone,AL451062.1,2,FALSE
Cone,7.99353662511461e-30,0.881808398129337,0.704,0.63,1.72740326468727e-25,ENSG00000161016,Cone,RPL8,4,FALSE
Cone,9.48629965679077e-30,0.768508812710266,0.757,0.716,2.04998935583249e-25,ENSG00000137818,Cone,RPLP1,5,FALSE
Cone,1.08260395692435e-28,0.794780361539929,0.112,0.018,2.33950715091351e-24,ENSG00000170571,Cone,EMB,2,FALSE
Cone,1.61055542195554e-28,1.21139699245428,0.27,0.091,3.48041026684593e-24,ENSG00000149926,Cone,FAM57B,2,FALSE
Cone,1.61156674778181e-28,0.747157813693784,0.747,0.7,3.48259574195648e-24,ENSG00000100316,Cone,RPL3,3,FALSE
Cone,1.54535083318684e-27,0.939197358378618,0.674,0.625,3.33950315051675e-23,ENSG00000171863,Cone,RPS7,3,FALSE
Cone,2.13481546957063e-27,0.84490306742739,0.697,0.631,4.61333622974214e-23,ENSG00000122026,Cone,RPL21,4,FALSE
Cone,2.75244792863803e-27,0.352179660201656,0.842,0.843,5.94803997378678e-23,ENSG00000166165,Cone,CKB,1,TRUE
Cone,2.90023123359758e-27,0.92263640854283,0.678,0.607,6.26739969580438e-23,ENSG00000186468,Cone,RPS23,3,FALSE
Cone,3.28842675694265e-27,0.850805144764378,0.197,0.052,7.10629022175306e-23,ENSG00000099814,Cone,CEP170B,2,FALSE
Cone,4.31259898529649e-27,0.679702190337014,0.645,0.476,9.31952640722572e-23,ENSG00000109103,Cone,UNC119,2,FALSE
Cone,7.78414831507636e-27,0.957633872019235,0.645,0.566,1.682154450888e-22,ENSG00000105193,Cone,RPS16,4,FALSE
Cone,9.10712989769415e-27,0.854712908443855,0.674,0.591,1.9680507708917e-22,ENSG00000110700,Cone,RPS13,4,FALSE
Cone,1.38437539272822e-26,0.957387866504351,0.635,0.541,2.99163522368568e-22,ENSG00000134419,Cone,RPS15A,4,FALSE
Cone,1.46190223946413e-26,1.13351964577343,0.586,0.457,3.15917073948199e-22,ENSG00000089157,Cone,RPLP0,3,FALSE
Cone,1.69976068373787e-26,0.326878252317383,0.987,0.991,3.67318283755753e-22,ENSG00000198804,Cone,MT-CO1,2,FALSE
Cone,7.11009837409254e-26,1.02038450358791,0.625,0.548,1.5364922586414e-21,ENSG00000105640,Cone,RPL18A,4,FALSE
Cone,9.32079028610872e-26,0.352959842245299,0.97,0.979,2.01422278082809e-21,ENSG00000198712,Cone,MT-CO2,2,FALSE
Cone,1.16834305594306e-25,0.844528443119423,0.681,0.615,2.52478934389296e-21,ENSG00000233927,Cone,RPS28,3,FALSE
Cone,2.28665723516362e-25,0.303325855854858,0.99,0.993,4.94146628518858e-21,ENSG00000198886,Cone,MT-ND4,2,FALSE
Cone,2.94316946048699e-25,0.876069318051231,0.678,0.619,6.36018920411238e-21,ENSG00000144713,Cone,RPL32,4,FALSE
Cone,3.55147877307352e-25,0.724333422131748,0.73,0.691,7.67474562861188e-21,ENSG00000133112,Cone,TPT1,5,FALSE
Cone,3.58403873744596e-25,0.622634066505745,0.711,0.598,7.74510771162071e-21,ENSG00000131711,Cone,MAP1B,3,FALSE
Cone,6.13858059683783e-25,0.766558698691206,0.109,0.02,1.32654726697665e-20,ENSG00000198929,Cone,NOS1AP,3,FALSE
Cone,6.31265799554288e-25,0.817932838483007,0.701,0.656,1.36416539283682e-20,ENSG00000142676,Cone,RPL11,4,FALSE
Cone,6.42874167910683e-25,0.75369956318477,0.743,0.696,1.38925107685499e-20,ENSG00000229117,Cone,RPL41,5,FALSE
Cone,7.38124607091859e-25,0.318467146698107,0.984,0.995,1.59508727592551e-20,ENSG00000198938,Cone,MT-CO3,2,FALSE
Cone,1.90292807368267e-24,0.879636591801166,0.661,0.599,4.11222756722824e-20,ENSG00000109475,Cone,RPL34,4,FALSE
Cone,5.10424077963679e-24,0.766145405566977,0.701,0.651,1.10302643247951e-19,ENSG00000143947,Cone,RPS27A,4,FALSE
Cone,7.268459434364e-24,0.856727971182789,0.655,0.608,1.57071408376606e-19,ENSG00000164587,Cone,RPS14,4,FALSE
Cone,2.05164724785337e-23,0.98996230936787,0.148,0.036,4.43360970261114e-19,ENSG00000178105,Cone,DDX10,1,TRUE
Cone,2.84695157801321e-23,0.292190754745082,0.993,0.996,6.15226236008655e-19,ENSG00000198899,Cone,MT-ATP6,2,FALSE
Cone,3.97973087514057e-23,0.905159028631556,0.645,0.593,8.60019842117876e-19,ENSG00000149273,Cone,RPS3,3,FALSE
Cone,1.06735281204778e-22,0.280814129379331,0.984,0.992,2.30654942683526e-18,ENSG00000198727,Cone,MT-CYB,2,FALSE
Cone,1.23020834606684e-22,0.906219904167446,0.628,0.547,2.65848023585044e-18,ENSG00000105372,Cone,RPS19,3,FALSE
Cone,1.2624363513711e-22,0.889736950405309,0.635,0.586,2.72812495531295e-18,ENSG00000170889,Cone,RPS9,3,FALSE
Cone,2.42809802274492e-22,0.775827009309167,0.697,0.663,5.24711982715177e-18,ENSG00000145425,Cone,RPS3A,4,FALSE
Cone,3.00999910156026e-22,0.924874393679723,0.622,0.563,6.50460805847173e-18,ENSG00000161970,Cone,RPL26,3,FALSE
Cone,4.07020905028455e-22,0.294690728168371,0.957,0.972,8.79572175766492e-18,ENSG00000198840,Cone,MT-ND3,2,FALSE
Cone,5.4518123245796e-22,0.885414326327109,0.641,0.591,1.17813664334165e-17,ENSG00000137154,Cone,RPS6,4,FALSE
Cone,6.72811867291711e-22,0.692794459519523,0.724,0.701,1.45394644521739e-17,ENSG00000147403,Cone,RPL10,5,FALSE
Cone,7.64999752225303e-22,0.56742098524027,0.763,0.74,1.65316446455888e-17,ENSG00000087086,Cone,FTL,5,FALSE
Cone,1.36798188906962e-21,1.15926087894083,0.257,0.101,2.95620886227946e-17,ENSG00000122378,Cone,PRXL2A,4,FALSE
Cone,1.55314389404522e-21,0.828500917042937,0.661,0.62,3.35634395503172e-17,ENSG00000163682,Cone,RPL9,4,FALSE
Cone,1.72824399522361e-21,1.01888206057233,0.569,0.474,3.73473527367821e-17,ENSG00000213741,Cone,RPS29,4,FALSE
Cone,1.06590409164123e-20,0.736952726393426,0.125,0.029,2.3034187420367e-16,ENSG00000173706,Cone,HEG1,2,FALSE
Cone,1.12079290622628e-20,0.472012067293323,0.859,0.87,2.42203347035499e-16,ENSG00000167996,Cone,FTH1,3,FALSE
Cone,1.37272249434426e-20,0.646137741815281,0.115,0.025,2.96645331027795e-16,ENSG00000171246,Cone,NPTX1,2,FALSE
Cone,1.67104379874108e-20,0.716022649349234,0.704,0.696,3.61112564907947e-16,ENSG00000167526,Cone,RPL13,3,FALSE
Cone,2.11861476570671e-20,1.04607321464168,0.566,0.497,4.57832650869221e-16,ENSG00000197958,Cone,RPL12,3,FALSE
Cone,2.2392409860541e-20,0.913978940411397,0.602,0.543,4.83899977086291e-16,ENSG00000188846,Cone,RPL14,3,FALSE
Cone,2.31926127107105e-20,0.97707360037807,0.586,0.514,5.01192360678453e-16,ENSG00000198918,Cone,RPL39,4,FALSE
Cone,9.7184822317809e-20,0.857227229940837,0.625,0.588,2.10016401028785e-15,ENSG00000142541,Cone,RPL13A,4,FALSE
Cone,9.97896791827526e-20,0.78495489868982,0.648,0.607,2.15645496713928e-15,ENSG00000197756,Cone,RPL37A,4,FALSE
Cone,1.71580875244712e-19,0.889264086718613,0.602,0.552,3.70786271403824e-15,ENSG00000182899,Cone,RPL35A,4,FALSE
Cone,1.72856501874403e-19,0.758116908975775,0.661,0.626,3.73542900550584e-15,ENSG00000115268,Cone,RPS15,4,FALSE
Cone,1.95800305035179e-19,0.960125915957453,0.569,0.485,4.23124459181023e-15,ENSG00000136942,Cone,RPL35,4,FALSE
Cone,2.36582428023118e-19,0.287480805958837,0.957,0.965,5.11254626957959e-15,ENSG00000198888,Cone,MT-ND1,2,FALSE
Cone,3.19961681397174e-19,0.866828054745938,0.602,0.55,6.91437193499293e-15,ENSG00000147604,Cone,RPL7,4,FALSE
Cone,3.82150026046897e-19,0.864509175618709,0.161,0.048,8.25826206287344e-15,ENSG00000102104,Cone,RS1,2,FALSE
Cone,5.24285037761378e-19,1.06141868177156,0.22,0.084,1.13297996660234e-14,ENSG00000166569,Cone,CPLX4,2,FALSE
Cone,6.31709379658437e-19,1.09101126534009,0.211,0.079,1.36512396944188e-14,ENSG00000144840,Cone,RABL3,2,FALSE
Cone,2.10312478099344e-18,0.294387091312793,0.885,0.913,4.54485265172683e-14,ENSG00000198786,Cone,MT-ND5,1,TRUE
Cone,2.45190119390381e-18,0.792303748971816,0.128,0.034,5.29855848002613e-14,ENSG00000151090,Cone,THRB,1,TRUE
Cone,2.65445719730357e-18,0.737980674534229,0.359,0.171,5.73628200337302e-14,ENSG00000104237,Cone,RP1,2,FALSE
Cone,5.6246207430031e-18,0.277023177076902,0.928,0.942,1.21548054256297e-13,ENSG00000198763,Cone,MT-ND2,2,FALSE
Cone,8.06347535552842e-18,0.837769605713113,0.605,0.574,1.74251702432969e-13,ENSG00000149806,Cone,FAU,4,FALSE
Cone,1.1896967030049e-17,0.747222003800105,0.164,0.052,2.57093457519358e-13,ENSG00000050405,Cone,LIMA1,2,FALSE
Cone,1.46507602284372e-17,0.647706185554597,0.609,0.535,3.16602928536528e-13,ENSG00000111674,Cone,ENO2,3,FALSE
Cone,1.49147206754479e-17,0.703022989377675,0.138,0.039,3.22307113796429e-13,ENSG00000205683,Cone,DPF3,3,FALSE
Cone,2.46558349409929e-17,0.893193047037412,0.207,0.079,5.32812593074857e-13,ENSG00000169762,Cone,TAPT1,2,FALSE
Cone,2.98167481256968e-17,0.80137917733209,0.638,0.629,6.44339926996308e-13,ENSG00000112306,Cone,RPS12,4,FALSE
Cone,9.06739356011773e-17,0.88863064193967,0.569,0.521,1.95946374834144e-12,ENSG00000162244,Cone,RPL29,3,FALSE
Cone,1.40615111791201e-16,0.978490012250436,0.553,0.496,3.03869256580786e-12,ENSG00000142534,Cone,RPS11,4,FALSE
Cone,2.57496696356424e-16,1.02659156057343,0.526,0.456,5.56450360826231e-12,ENSG00000123349,Cone,PFDN5,3,FALSE
Cone,2.790916052891e-16,0.789831991144557,0.605,0.58,6.03116959029744e-12,ENSG00000114391,Cone,RPL24,5,FALSE
Cone,5.93428448746237e-16,0.838429908988758,0.109,0.028,1.28239887774062e-11,ENSG00000143171,Cone,RXRG,2,FALSE
Cone,6.00475456872241e-16,0.721630716024352,0.612,0.6,1.29762746230091e-11,ENSG00000156482,Cone,RPL30,4,FALSE
Cone,2.21484381099576e-15,0.872670569478127,0.562,0.506,4.78627747556183e-11,ENSG00000204628,Cone,RACK1,4,FALSE
Cone,3.299994982316e-15,0.630376377650697,0.658,0.653,7.13128915678488e-11,ENSG00000174748,Cone,RPL15,3,FALSE
Cone,4.15376002862126e-15,0.894883770975291,0.549,0.512,8.97627542185054e-11,ENSG00000130255,Cone,RPL36,4,FALSE
Cone,5.32896021824105e-15,0.889036310030509,0.391,0.249,1.15158830316189e-10,ENSG00000108387,Cone,SEPT4,3,FALSE
Cone,7.23653027714827e-15,0.801326532822992,0.582,0.56,1.56381419289174e-10,ENSG00000089009,Cone,RPL6,3,FALSE
Cone,1.00465137339123e-14,0.816235983551209,0.572,0.541,2.17105161789844e-10,ENSG00000198242,Cone,RPL23A,5,FALSE
Cone,1.03976575741366e-14,0.852877877383133,0.375,0.231,2.24693380177092e-10,ENSG00000021300,Cone,PLEKHB1,3,FALSE
Cone,1.58030642999456e-14,0.760515964512194,0.602,0.599,3.41504219521824e-10,ENSG00000177954,Cone,RPS27,5,FALSE
Cone,2.51462010784838e-14,1.01228984352812,0.191,0.079,5.43409405306035e-10,ENSG00000132386,Cone,SERPINF1,3,FALSE
Cone,2.58980865788728e-14,0.781234339517571,0.589,0.57,5.59657650969441e-10,ENSG00000198034,Cone,RPS4X,3,FALSE
Cone,2.73802328073104e-14,0.82353390901537,0.168,0.062,5.91686830965978e-10,ENSG00000109072,Cone,VTN,2,FALSE
Cone,2.74872089077045e-14,0.75623013268648,0.599,0.592,5.93998584495495e-10,ENSG00000108107,Cone,RPL28,5,FALSE
Cone,2.86026545272836e-14,0.729505269489581,0.602,0.591,6.18103364334598e-10,ENSG00000196531,Cone,NACA,4,FALSE
Cone,6.3001742564412e-14,0.863373795102179,0.211,0.092,1.36146765681694e-09,ENSG00000103187,Cone,COTL1,2,FALSE
Cone,9.61221144133239e-14,0.701051905676581,0.595,0.593,2.07719889247193e-09,ENSG00000063177,Cone,RPL18,4,FALSE
Cone,1.15419000257089e-13,0.864474626927703,0.553,0.526,2.49420459555568e-09,ENSG00000116251,Cone,RPL22,4,FALSE
Cone,1.84173249566098e-13,0.778869050331438,0.24,0.115,3.97998392312337e-09,ENSG00000198919,Cone,DZIP3,2,FALSE
Cone,1.97857484134469e-13,1.00809921021606,0.474,0.393,4.27570023214588e-09,ENSG00000008988,Cone,RPS20,4,FALSE
Cone,1.07210025717156e-12,0.602734367277749,0.23,0.104,2.31680865574775e-08,ENSG00000081148,Cone,IMPG2,2,FALSE
Cone,1.35882838350798e-12,0.913699822853627,0.507,0.463,2.93642813676074e-08,ENSG00000198755,Cone,RPL10A,4,FALSE
Cone,2.06854726108212e-12,0.774519547988011,0.224,0.106,4.47013063119847e-08,ENSG00000183963,Cone,SMTN,3,FALSE
Cone,2.53947761905431e-12,0.723995925175,0.174,0.071,5.48781113477636e-08,ENSG00000081189,Cone,MEF2C,4,FALSE
Cone,2.92786999968272e-12,0.977260075520264,0.398,0.291,6.32712706931436e-08,ENSG00000250479,Cone,CHCHD10,3,FALSE
Cone,5.25720465145243e-12,0.277652218097534,0.832,0.893,1.13608192517887e-07,ENSG00000111640,Cone,GAPDH,3,FALSE
Cone,5.4937806764552e-12,0.668411692946229,0.141,0.052,1.18720600418197e-07,ENSG00000155886,Cone,SLC24A2,4,FALSE
Cone,9.75283352066288e-12,0.51977075115811,0.122,0.041,2.10758732381525e-07,ENSG00000184305,Cone,CCSER1,1,TRUE
Cone,9.82089175017516e-12,0.93392180174481,0.516,0.508,2.12229470721285e-07,ENSG00000083845,Cone,RPS5,4,FALSE
Cone,1.43174505046355e-11,0.741031237645497,0.115,0.039,3.09400105405172e-07,ENSG00000127472,Cone,PLA2G5,1,TRUE
Cone,3.3922255344954e-11,0.685142242482125,0.303,0.171,7.33059938004456e-07,ENSG00000033867,Cone,SLC4A7,2,FALSE
Cone,1.01800579035761e-10,0.724123767584786,0.217,0.106,2.1999105129628e-06,ENSG00000132026,Cone,RTBDN,2,FALSE
Cone,1.16726756717482e-10,0.804065558507107,0.174,0.079,2.52246521266479e-06,ENSG00000068796,Cone,KIF2A,2,FALSE
Cone,6.38380444590665e-10,0.503283141870851,0.605,0.597,1.37954014076043e-05,ENSG00000123416,Cone,TUBA1B,3,FALSE
Cone,8.62352589000734e-10,0.65446486534604,0.572,0.604,1.86354394483059e-05,ENSG00000138326,Cone,RPS24,4,FALSE
Cone,1.13151313457008e-09,0.487236223657862,0.109,0.039,2.44519988380595e-05,ENSG00000070214,Cone,SLC44A1,2,FALSE
Cone,1.38009755107228e-09,0.618230204315524,0.148,0.063,2.98239080786719e-05,ENSG00000173976,Cone,RAX2,2,FALSE
Cone,1.40692653097136e-09,0.961620339126141,0.428,0.367,3.04036823342911e-05,ENSG00000169100,Cone,SLC25A6,3,FALSE
Cone,2.09920036554398e-09,0.870415628056411,0.5,0.502,4.53637198994054e-05,ENSG00000168028,Cone,RPSA,3,FALSE
Cone,2.48931371006895e-09,0.703429663912585,0.424,0.331,5.379406927459e-05,ENSG00000176406,Cone,RIMS2,2,FALSE
Cone,3.55804798199766e-09,0.422358990750896,0.612,0.648,7.68894168909695e-05,ENSG00000067225,Cone,PKM,2,FALSE
Cone,5.00483600251148e-09,0.613128639740452,0.118,0.046,0.000108154506014273,ENSG00000152503,Cone,TRIM36,3,FALSE
Cone,8.61195499429914e-09,0.515248221695421,0.112,0.043,0.000186104347426804,ENSG00000167612,Cone,ANKRD33,2,FALSE
Cone,9.9011794374663e-09,0.551998188522796,0.207,0.106,0.000213964487643647,ENSG00000112706,Cone,IMPG1,2,FALSE
Cone,1.38316149288741e-08,0.744588267603169,0.516,0.533,0.000298901198612969,ENSG00000142937,Cone,RPS8,4,FALSE
Cone,1.40376303015066e-08,0.658600166183157,0.171,0.084,0.000303353190815558,ENSG00000175727,Cone,MLXIP,3,FALSE
Cone,1.75628123633634e-08,0.519289445571059,0.135,0.058,0.000379532375172283,ENSG00000170525,Cone,PFKFB3,3,FALSE
Cone,2.48677417873854e-08,0.387670514104079,0.316,0.183,0.000537391900025399,ENSG00000070729,Cone,CNGB1,2,FALSE
Cone,2.74643177200182e-08,0.69067838666599,0.161,0.078,0.000593503905929593,ENSG00000160216,Cone,AGPAT3,2,FALSE
Cone,4.42232606067729e-08,0.640977188332187,0.112,0.046,0.000955664661712362,ENSG00000188613,Cone,NANOS1,1,TRUE
Cone,5.87778650460632e-08,0.473842421357528,0.188,0.094,0.00127018966364543,ENSG00000111837,Cone,MAK,2,FALSE
Cone,6.2640566047895e-08,0.695743429490116,0.135,0.061,0.00135366263229501,ENSG00000085433,Cone,WDR47,1,TRUE
Cone,6.7192198883587e-08,0.783218943202373,0.181,0.095,0.00145202341787431,ENSG00000158234,Cone,FAIM,2,FALSE
Cone,9.29532907746586e-08,0.592630902294502,0.151,0.073,0.00200872061364037,ENSG00000163328,Cone,GPR155,2,FALSE
Cone,1.33226581886071e-07,0.642490790648707,0.125,0.056,0.002879026434558,ENSG00000186314,Cone,PRELID2,2,FALSE
Cone,1.47959317974382e-07,0.607985738178487,0.562,0.603,0.0031974008614264,ENSG00000108298,Cone,RPL19,5,FALSE
Cone,3.79032806489935e-07,0.611898252492668,0.125,0.058,0.00819089894824749,ENSG00000184599,Cone,FAM19A3,2,FALSE
Cone,4.12518719709024e-07,0.810825404586451,0.461,0.462,0.008914529532912,ENSG00000196683,Cone,TOMM7,2,FALSE
Bipolar_Cells,0,1.79391037582521,0.508,0.011,0,ENSG00000113262,"Bipolar
Cells",GRM6,1,TRUE
Bipolar_Cells,0,1.70958390217809,0.577,0.012,0,ENSG00000127588,"Bipolar
Cells",GNG13,1,TRUE
Bipolar_Cells,0,1.70194952154697,0.505,0.015,0,ENSG00000134160,"Bipolar
Cells",TRPM1,1,TRUE
Bipolar_Cells,0,1.61647107031563,0.537,0.009,0,ENSG00000188133,"Bipolar
Cells",TMEM215,1,TRUE
Bipolar_Cells,0,1.57092360413458,0.512,0.012,0,ENSG00000152784,"Bipolar
Cells",PRDM8,1,TRUE
Bipolar_Cells,0,1.55879847648062,0.552,0.019,0,ENSG00000144771,"Bipolar
Cells",LRTM1,1,TRUE
Bipolar_Cells,0,1.54994663520283,0.547,0.013,0,ENSG00000117154,"Bipolar
Cells",IGSF21,1,TRUE
Bipolar_Cells,0,1.54873893510912,0.537,0.014,0,ENSG00000129673,"Bipolar
Cells",AANAT,1,TRUE
Bipolar_Cells,0,1.4764972978192,0.413,0.008,0,ENSG00000100987,"Bipolar
Cells",VSX1,1,TRUE
Bipolar_Cells,0,1.4585643174873,0.577,0.031,0,ENSG00000206052,"Bipolar
Cells",DOK6,1,TRUE
Bipolar_Cells,0,1.44481417943203,0.713,0.074,0,ENSG00000163618,"Bipolar
Cells",CADPS,2,FALSE
Bipolar_Cells,0,1.44296225611847,0.494,0.009,0,ENSG00000154975,"Bipolar
Cells",CA10,1,TRUE
Bipolar_Cells,0,1.44184285817307,0.722,0.072,0,ENSG00000058404,"Bipolar
Cells",CAMK2B,2,FALSE
Bipolar_Cells,0,1.35367209908699,0.521,0.032,0,ENSG00000131773,"Bipolar
Cells",KHDRBS3,1,TRUE
Bipolar_Cells,0,1.35070102413199,0.43,0.007,0,ENSG00000017427,"Bipolar
Cells",IGF1,1,TRUE
Bipolar_Cells,0,1.34895775629205,0.395,0.012,0,ENSG00000121905,"Bipolar
Cells",HPCA,1,TRUE
Bipolar_Cells,0,1.32030179704488,0.403,0.005,0,ENSG00000166342,"Bipolar
Cells",NETO1,1,TRUE
Bipolar_Cells,0,1.31198224979113,0.413,0.007,0,ENSG00000123307,"Bipolar
Cells",NEUROD4,1,TRUE
Bipolar_Cells,0,1.30388874091392,0.452,0.014,0,ENSG00000022355,"Bipolar
Cells",GABRA1,1,TRUE
Bipolar_Cells,0,1.29753278901899,0.469,0.016,0,ENSG00000106069,"Bipolar
Cells",CHN2,1,TRUE
Bipolar_Cells,0,1.25395789192532,0.451,0.032,0,ENSG00000055118,"Bipolar
Cells",KCNH2,2,FALSE
Bipolar_Cells,0,1.25070019474465,0.53,0.06,0,ENSG00000087258,"Bipolar
Cells",GNAO1,1,TRUE
Bipolar_Cells,0,1.24672804224849,0.594,0.062,0,ENSG00000161381,"Bipolar
Cells",PLXDC1,2,FALSE
Bipolar_Cells,0,1.1609887890349,0.374,0.029,0,ENSG00000016082,"Bipolar
Cells",ISL1,1,TRUE
Bipolar_Cells,0,1.14788402247724,0.5,0.103,0,ENSG00000253368,"Bipolar
Cells",TRNP1,1,TRUE
Bipolar_Cells,0,1.14502436618955,0.396,0.039,0,ENSG00000128596,"Bipolar
Cells",CCDC136,1,TRUE
Bipolar_Cells,0,1.13110384341993,0.358,0.037,0,ENSG00000060982,"Bipolar
Cells",BCAT1,1,TRUE
Bipolar_Cells,0,1.12921347563732,0.265,0.005,0,ENSG00000103175,"Bipolar
Cells",WFDC1,1,TRUE
Bipolar_Cells,0,1.12800339535283,0.283,0.005,0,ENSG00000167791,"Bipolar
Cells",CABP2,1,TRUE
Bipolar_Cells,0,1.11754815557961,0.348,0.024,0,ENSG00000171444,"Bipolar
Cells",MCC,1,TRUE
Bipolar_Cells,0,1.10427393427519,0.578,0.087,0,ENSG00000168843,"Bipolar
Cells",FSTL5,1,TRUE
Bipolar_Cells,0,1.09502042504055,0.305,0.005,0,ENSG00000130037,"Bipolar
Cells",KCNA5,1,TRUE
Bipolar_Cells,0,1.0811967459528,0.476,0.054,0,ENSG00000162383,"Bipolar
Cells",SLC1A7,1,TRUE
Bipolar_Cells,0,1.07548399394165,0.425,0.034,0,ENSG00000164176,"Bipolar
Cells",EDIL3,2,FALSE
Bipolar_Cells,0,1.0253479325456,0.306,0.018,0,ENSG00000159409,"Bipolar
Cells",CELF3,2,FALSE
Bipolar_Cells,0,1.01213050177517,0.392,0.039,0,ENSG00000072182,"Bipolar
Cells",ASIC4,1,TRUE
Bipolar_Cells,0,1.0027047648597,0.318,0.024,0,ENSG00000174514,"Bipolar
Cells",MFSD4A,1,TRUE
Bipolar_Cells,0,0.998647041993063,0.291,0.013,0,ENSG00000144290,"Bipolar
Cells",SLC4A10,2,FALSE
Bipolar_Cells,0,0.986085098988624,0.476,0.081,0,ENSG00000156113,"Bipolar
Cells",KCNMA1,2,FALSE
Bipolar_Cells,0,0.981304110265056,0.351,0.031,0,ENSG00000079102,"Bipolar
Cells",RUNX1T1,2,FALSE
Bipolar_Cells,0,0.980992847470426,0.249,0.004,0,ENSG00000173452,"Bipolar
Cells",TMEM196,1,TRUE
Bipolar_Cells,0,0.980702489115782,0.393,0.037,0,ENSG00000106537,"Bipolar
Cells",TSPAN13,2,FALSE
Bipolar_Cells,0,0.969644326266548,0.369,0.032,0,ENSG00000114279,"Bipolar
Cells",FGF12,2,FALSE
Bipolar_Cells,0,0.962775899074094,0.427,0.065,0,ENSG00000203930,"Bipolar
Cells",LINC00632,3,FALSE
Bipolar_Cells,0,0.962289809154352,0.635,0.143,0,ENSG00000132294,"Bipolar
Cells",EFR3A,1,TRUE
Bipolar_Cells,0,0.962015396699086,0.609,0.126,0,ENSG00000111371,"Bipolar
Cells",SLC38A1,2,FALSE
Bipolar_Cells,0,0.953497385923342,0.315,0.024,0,ENSG00000164116,"Bipolar
Cells",GUCY1A1,1,TRUE
Bipolar_Cells,0,0.943734192679175,0.343,0.031,0,ENSG00000227729,"Bipolar
Cells",RD3L,2,FALSE
Bipolar_Cells,0,0.935974164184046,0.359,0.037,0,ENSG00000144369,"Bipolar
Cells",FAM171B,1,TRUE
Bipolar_Cells,0,0.927569102034728,0.459,0.071,0,ENSG00000105290,"Bipolar
Cells",APLP1,3,FALSE
Bipolar_Cells,0,0.860648594972244,0.602,0.184,0,ENSG00000135916,"Bipolar
Cells",ITM2C,2,FALSE
Bipolar_Cells,0,0.85986007596812,0.585,0.114,0,ENSG00000104888,"Bipolar
Cells",SLC17A7,2,FALSE
Bipolar_Cells,0,0.848757841254463,0.432,0.071,0,ENSG00000165588,"Bipolar
Cells",OTX2,2,FALSE
Bipolar_Cells,0,0.843202035482872,0.638,0.208,0,ENSG00000105516,"Bipolar
Cells",DBP,2,FALSE
Bipolar_Cells,7.65006922026618e-307,1.27601243475257,0.358,0.044,1.65317995849952e-302,ENSG00000174788,"Bipolar
Cells",PCP2,1,TRUE
Bipolar_Cells,6.17654106356516e-306,0.925531519130197,0.361,0.045,1.33475052383643e-301,ENSG00000144331,"Bipolar
Cells",ZNF385B,1,TRUE
Bipolar_Cells,5.10726195277688e-297,1.02372356837945,0.259,0.011,1.10367930799508e-292,ENSG00000145824,"Bipolar
Cells",CXCL14,1,TRUE
Bipolar_Cells,7.25132101567773e-291,0.681761839089836,0.63,0.175,1.56701047148796e-286,ENSG00000105409,"Bipolar
Cells",ATP1A3,4,FALSE
Bipolar_Cells,8.65281748011935e-290,0.791391708591691,0.403,0.065,1.86987385745379e-285,ENSG00000130643,"Bipolar
Cells",CALY,3,FALSE
Bipolar_Cells,1.9694069492262e-288,0.635802564329405,0.821,0.311,4.25588841727782e-284,ENSG00000132639,"Bipolar
Cells",SNAP25,3,FALSE
Bipolar_Cells,9.86274657561425e-287,0.900977799720357,0.394,0.065,2.13133953499024e-282,ENSG00000139910,"Bipolar
Cells",NOVA1,4,FALSE
Bipolar_Cells,3.45589190795255e-286,0.788566263643975,0.379,0.058,7.46818241308545e-282,ENSG00000107295,"Bipolar
Cells",SH3GL2,2,FALSE
Bipolar_Cells,2.57734948990745e-284,0.835972096060635,0.501,0.124,5.56965224768999e-280,ENSG00000143013,"Bipolar
Cells",LMO4,1,TRUE
Bipolar_Cells,3.75639205965836e-282,0.992221942015657,0.233,0.007,8.11756324092173e-278,ENSG00000259663,"Bipolar
Cells",AC010478.1,1,TRUE
Bipolar_Cells,4.11788089614691e-282,0.906591182730487,0.386,0.066,8.89874061657348e-278,ENSG00000119614,"Bipolar
Cells",VSX2,1,TRUE
Bipolar_Cells,9.41448001830837e-277,0.7504415181655,0.548,0.139,2.03446913195644e-272,ENSG00000254377,"Bipolar
Cells",MIR124-2HG,3,FALSE
Bipolar_Cells,5.76794601278141e-276,0.660668731532016,0.659,0.206,1.24645313336206e-271,ENSG00000166900,"Bipolar
Cells",STX3,2,FALSE
