cellType,p_val,avg_logFC,pct.1,pct.2,p_val_adj,ensemblID,cellTypeShort,geneID,n,Unique
Endothelial_Cells,5.25968888917325e-157,1.94795414848671,0.673,0.131,1.13661876895034e-152,ENSG00000158710,"Endothelial
Cells",TAGLN2,3,FALSE
Endothelial_Cells,1.81402756313282e-153,1.41500733185028,0.26,0.014,3.92011356393002e-149,ENSG00000167553,"Endothelial
Cells",TUBA1C,3,FALSE
Endothelial_Cells,2.60682232948761e-151,1.57088381468614,0.272,0.016,5.63334305402273e-147,ENSG00000135046,"Endothelial
Cells",ANXA1,3,FALSE
Endothelial_Cells,1.61900820734571e-146,1.16389281310992,0.213,0.009,3.49867673607407e-142,ENSG00000163513,"Endothelial
Cells",TGFBR2,1,TRUE
Endothelial_Cells,3.68321395729788e-144,0.845313131268958,0.161,0.005,7.95942536172072e-140,ENSG00000127329,"Endothelial
Cells",PTPRB,1,TRUE
Endothelial_Cells,7.0518814421374e-142,1.53155827749715,0.354,0.032,1.52391157964589e-137,ENSG00000130429,"Endothelial
Cells",ARPC1B,2,FALSE
Endothelial_Cells,4.82238888021336e-141,1.82720700379952,0.469,0.063,1.04211823701411e-136,ENSG00000078596,"Endothelial
Cells",ITM2A,2,FALSE
Endothelial_Cells,1.92423400521428e-135,1.24731528124564,0.213,0.011,4.15826968526807e-131,ENSG00000162551,"Endothelial
Cells",ALPL,1,TRUE
Endothelial_Cells,9.62904763943688e-135,1.73344557013944,0.65,0.133,2.08083719488231e-130,ENSG00000152583,"Endothelial
Cells",SPARCL1,3,FALSE
Endothelial_Cells,1.29083283126132e-128,1.0894935677558,0.185,0.008,2.78948974835571e-124,ENSG00000106991,"Endothelial
Cells",ENG,2,FALSE
Endothelial_Cells,2.01770805205494e-128,1.54362892567486,0.283,0.022,4.36026710049072e-124,ENSG00000188643,"Endothelial
Cells",S100A16,1,TRUE
Endothelial_Cells,7.36781826668245e-128,1.57682322402074,0.874,0.325,1.59218552743008e-123,ENSG00000205542,"Endothelial
Cells",TMSB4X,4,FALSE
Endothelial_Cells,1.57269099885092e-124,1.02685633138746,0.181,0.008,3.39858524851685e-120,ENSG00000134954,"Endothelial
Cells",ETS1,2,FALSE
Endothelial_Cells,1.58459512892697e-122,1.62104416957578,0.839,0.308,3.42431007361119e-118,ENSG00000166710,"Endothelial
Cells",B2M,4,FALSE
Endothelial_Cells,8.42474526710431e-121,0.831509383958997,0.122,0.003,1.82058745222124e-116,ENSG00000142798,"Endothelial
Cells",HSPG2,1,TRUE
Endothelial_Cells,1.29648438990324e-118,0.97016847895562,0.122,0.003,2.80170276658091e-114,ENSG00000151468,"Endothelial
Cells",CCDC3,1,TRUE
Endothelial_Cells,8.51326825240921e-118,1.2718780154223,0.264,0.021,1.83971726934563e-113,ENSG00000213853,"Endothelial
Cells",EMP2,2,FALSE
Endothelial_Cells,2.44278421558816e-116,0.916505608853952,0.146,0.005,5.27885668988601e-112,ENSG00000213949,"Endothelial
Cells",ITGA1,2,FALSE
Endothelial_Cells,3.90408932431336e-115,0.72952721438604,0.126,0.003,8.43673702984117e-111,ENSG00000137491,"Endothelial
Cells",SLCO2B1,2,FALSE
Endothelial_Cells,4.61701290186566e-109,0.719511115737608,0.126,0.004,9.97736488093168e-105,ENSG00000161638,"Endothelial
Cells",ITGA5,2,FALSE
Endothelial_Cells,3.25496135733842e-103,1.32169770450401,0.315,0.035,7.03397149320833e-99,ENSG00000019582,"Endothelial
Cells",CD74,2,FALSE
Endothelial_Cells,1.97064922229126e-98,1.22870222627924,0.244,0.022,4.2585729693714e-94,ENSG00000178695,"Endothelial
Cells",KCTD12,2,FALSE
Endothelial_Cells,2.63781428954919e-98,1.07876467800404,0.205,0.015,5.7003166797158e-94,ENSG00000141753,"Endothelial
Cells",IGFBP4,2,FALSE
Endothelial_Cells,2.93117186730648e-98,0.8267991324946,0.126,0.005,6.33426240524931e-94,ENSG00000158769,"Endothelial
Cells",F11R,1,TRUE
Endothelial_Cells,3.13264968430929e-98,0.96663640198815,0.173,0.01,6.76965596779237e-94,ENSG00000120889,"Endothelial
Cells",TNFRSF10B,1,TRUE
Endothelial_Cells,7.65470076771135e-96,1.30728754560919,0.256,0.025,1.65418083590242e-91,ENSG00000133789,"Endothelial
Cells",SWAP70,2,FALSE
Endothelial_Cells,3.29040527066498e-95,1.46114523635461,0.331,0.044,7.11056578990702e-91,ENSG00000196352,"Endothelial
Cells",CD55,3,FALSE
Endothelial_Cells,3.07044493741479e-94,1.04376560206285,0.201,0.015,6.63523150975335e-90,ENSG00000164181,"Endothelial
Cells",ELOVL7,1,TRUE
Endothelial_Cells,6.64023396530661e-94,1.11193420804242,0.228,0.02,1.43495455990276e-89,ENSG00000018408,"Endothelial
Cells",WWTR1,1,TRUE
Endothelial_Cells,2.0120996240142e-91,1.50828873542856,0.319,0.042,4.3481472874947e-87,ENSG00000147872,"Endothelial
Cells",PLIN2,3,FALSE
Endothelial_Cells,1.34198337327221e-88,1.58689035220087,0.484,0.104,2.90002606964125e-84,ENSG00000197956,"Endothelial
Cells",S100A6,5,FALSE
Endothelial_Cells,1.42956124163832e-88,0.905897426435197,0.134,0.006,3.0892818431804e-84,ENSG00000148841,"Endothelial
Cells",ITPRIP,1,TRUE
Endothelial_Cells,4.21910803479567e-87,1.58548604163913,0.409,0.075,9.11749246319344e-83,ENSG00000105854,"Endothelial
Cells",PON2,3,FALSE
Endothelial_Cells,6.05028915588772e-87,1.34649060197621,0.287,0.036,1.30746748658734e-82,ENSG00000149564,"Endothelial
Cells",ESAM,3,FALSE
Endothelial_Cells,7.54669411252945e-87,1.62502553040716,0.496,0.114,1.63084059771762e-82,ENSG00000198805,"Endothelial
Cells",PNP,2,FALSE
Endothelial_Cells,1.0598051475074e-86,1.18202841180308,0.197,0.016,2.29023892376349e-82,ENSG00000185339,"Endothelial
Cells",TCN2,1,TRUE
Endothelial_Cells,5.3886256522346e-83,0.725488881799774,0.126,0.006,1.1644820034479e-78,ENSG00000163638,"Endothelial
Cells",ADAMTS9,2,FALSE
Endothelial_Cells,9.34049751693933e-82,0.862051360950178,0.142,0.008,2.01848151341059e-77,ENSG00000182240,"Endothelial
Cells",BACE2,1,TRUE
Endothelial_Cells,2.13432008709876e-81,1.61329494782078,0.575,0.17,4.61226570822042e-77,ENSG00000101608,"Endothelial
Cells",MYL12A,3,FALSE
Endothelial_Cells,9.26723956416066e-79,1.00330049295353,0.146,0.009,2.00265046981512e-74,ENSG00000139679,"Endothelial
Cells",LPAR6,2,FALSE
Endothelial_Cells,1.00916297299103e-78,1.42417378808232,0.433,0.089,2.18080118463361e-74,ENSG00000182718,"Endothelial
Cells",ANXA2,5,FALSE
Endothelial_Cells,9.80402599308995e-78,1.33653979380004,0.61,0.178,2.11865001710674e-73,ENSG00000060138,"Endothelial
Cells",YBX3,3,FALSE
Endothelial_Cells,3.25556547074386e-75,1.15383085521191,0.252,0.031,7.03527698227748e-71,ENSG00000100345,"Endothelial
Cells",MYH9,4,FALSE
Endothelial_Cells,1.01114950933531e-74,0.856614850973368,0.949,0.684,2.18509408967361e-70,ENSG00000133112,"Endothelial
Cells",TPT1,5,FALSE
Endothelial_Cells,1.20847692436722e-72,1.35576681108369,0.291,0.044,2.61151863355756e-68,ENSG00000160932,"Endothelial
Cells",LY6E,3,FALSE
Endothelial_Cells,8.5572886425979e-72,1.07316923325238,0.197,0.02,1.84923007566541e-67,ENSG00000123243,"Endothelial
Cells",ITIH5,2,FALSE
Endothelial_Cells,9.49269910986453e-72,1.14640137320263,0.236,0.029,2.05137227764173e-67,ENSG00000085871,"Endothelial
Cells",MGST2,2,FALSE
Endothelial_Cells,1.0502578254836e-70,1.53469051907897,0.476,0.124,2.26960716087006e-66,ENSG00000233276,"Endothelial
Cells",GPX1,3,FALSE
Endothelial_Cells,4.25405000648049e-70,0.806609422522874,0.161,0.013,9.19300206400434e-66,ENSG00000115414,"Endothelial
Cells",FN1,2,FALSE
Endothelial_Cells,3.47725551922289e-69,1.15754792716035,0.252,0.033,7.51434917704066e-65,ENSG00000153048,"Endothelial
Cells",CARHSP1,1,TRUE
Endothelial_Cells,8.30018311321608e-69,0.8677324456028,0.13,0.008,1.79366957076599e-64,ENSG00000027075,"Endothelial
Cells",PRKCH,2,FALSE
Endothelial_Cells,5.08883908458235e-68,1.17584484081886,0.22,0.026,1.09969812617825e-63,ENSG00000118523,"Endothelial
Cells",CTGF,2,FALSE
Endothelial_Cells,1.91731889927084e-66,0.987298813123822,0.173,0.016,4.14332614132428e-62,ENSG00000152558,"Endothelial
Cells",TMEM123,2,FALSE
Endothelial_Cells,2.69486206297357e-66,0.958400910702798,0.177,0.017,5.82359691808587e-62,ENSG00000110841,"Endothelial
Cells",PPFIBP1,4,FALSE
Endothelial_Cells,1.73239775936568e-65,1.16598009044613,0.224,0.028,3.74371155798923e-61,ENSG00000102024,"Endothelial
Cells",PLS3,2,FALSE
Endothelial_Cells,2.27788923367626e-65,1.21139060510269,0.768,0.398,4.9225186339744e-61,ENSG00000130066,"Endothelial
Cells",SAT1,3,FALSE
Endothelial_Cells,1.54767405139544e-64,1.06748570259116,0.224,0.028,3.34452362506554e-60,ENSG00000177469,"Endothelial
Cells",CAVIN1,2,FALSE
Endothelial_Cells,7.24462492023352e-64,0.797405884253732,0.114,0.007,1.56556344526246e-59,ENSG00000137959,"Endothelial
Cells",IFI44L,1,TRUE
Endothelial_Cells,2.61475819685874e-62,1.27957027713568,0.248,0.036,5.65049246341173e-58,ENSG00000143545,"Endothelial
Cells",RAB13,2,FALSE
Endothelial_Cells,9.93722763395422e-62,1.48545070285682,0.508,0.159,2.14743489169751e-57,ENSG00000112096,"Endothelial
Cells",SOD2,3,FALSE
Endothelial_Cells,1.51248606596022e-59,1.02272679053924,0.185,0.021,3.26848238854004e-55,ENSG00000120690,"Endothelial
Cells",ELF1,2,FALSE
Endothelial_Cells,1.67734933665031e-59,0.759308661812767,0.102,0.006,3.62475191650132e-55,ENSG00000182511,"Endothelial
Cells",FES,1,TRUE
Endothelial_Cells,4.81416898085631e-59,0.885389879317321,0.126,0.009,1.04034191676305e-54,ENSG00000017483,"Endothelial
Cells",SLC38A5,1,TRUE
Endothelial_Cells,6.75376727709386e-59,1.36457285415762,0.48,0.144,1.45948910857998e-54,ENSG00000137575,"Endothelial
Cells",SDCBP,3,FALSE
Endothelial_Cells,1.09956567851889e-58,0.620444879768859,0.965,0.824,2.37616143127931e-54,ENSG00000156508,"Endothelial
Cells",EEF1A1,3,FALSE
Endothelial_Cells,1.01927362549999e-56,0.608541277327908,0.953,0.819,2.20265030470548e-52,ENSG00000150991,"Endothelial
Cells",UBC,1,TRUE
Endothelial_Cells,2.02212474799024e-56,1.05389411373516,0.236,0.036,4.36981158040691e-52,ENSG00000147065,"Endothelial
Cells",MSN,3,FALSE
Endothelial_Cells,4.30810964535304e-55,1.3925226042765,0.551,0.215,9.30982494360793e-51,ENSG00000085063,"Endothelial
Cells",CD59,4,FALSE
Endothelial_Cells,4.37856350992056e-55,1.0231857176973,0.283,0.051,9.46207574493833e-51,ENSG00000101187,"Endothelial
Cells",SLCO4A1,2,FALSE
Endothelial_Cells,1.23992160789555e-54,1.03098891644851,0.201,0.027,2.67947059466229e-50,ENSG00000132688,"Endothelial
Cells",NES,1,TRUE
Endothelial_Cells,5.04493706875173e-54,1.04038237813167,0.205,0.029,1.09021090055725e-49,ENSG00000168389,"Endothelial
Cells",MFSD2A,2,FALSE
Endothelial_Cells,9.69475658841417e-54,0.99838836598633,0.177,0.021,2.0950368987563e-49,ENSG00000099260,"Endothelial
Cells",PALMD,1,TRUE
Endothelial_Cells,1.98063422836866e-53,1.13086758366027,0.248,0.041,4.28015056750468e-49,ENSG00000187244,"Endothelial
Cells",BCAM,2,FALSE
Endothelial_Cells,2.55271447694201e-53,0.765810474099555,0.154,0.016,5.51641598467167e-49,ENSG00000167680,"Endothelial
Cells",SEMA6B,2,FALSE
Endothelial_Cells,3.32136829567745e-53,0.695411708360174,0.13,0.011,7.17747688695896e-49,ENSG00000120278,"Endothelial
Cells",PLEKHG1,1,TRUE
Endothelial_Cells,7.00668962997567e-53,1.30026105719698,0.358,0.088,1.51414562903774e-48,ENSG00000102755,"Endothelial
Cells",FLT1,3,FALSE
Endothelial_Cells,7.28536522711178e-53,1.14068516833287,0.717,0.413,1.57436742557886e-48,ENSG00000102804,"Endothelial
Cells",TSC22D1,2,FALSE
Endothelial_Cells,2.02002155595352e-52,0.867437056198075,0.843,0.585,4.36526658241556e-48,ENSG00000137154,"Endothelial
Cells",RPS6,4,FALSE
Endothelial_Cells,2.0319912098698e-52,0.625582613716789,0.106,0.007,4.39113300452864e-48,ENSG00000112769,"Endothelial
Cells",LAMA4,2,FALSE
Endothelial_Cells,2.1653953243683e-52,1.26799890087681,0.354,0.085,4.6794192959599e-48,ENSG00000124762,"Endothelial
Cells",CDKN1A,4,FALSE
Endothelial_Cells,4.25095863164053e-52,0.719669086566476,0.118,0.009,9.18632160297519e-48,ENSG00000251322,"Endothelial
Cells",SHANK3,1,TRUE
Endothelial_Cells,1.20293550448863e-51,0.668936607977889,0.921,0.711,2.59954362519994e-47,ENSG00000137818,"Endothelial
Cells",RPLP1,5,FALSE
Endothelial_Cells,2.46434599832951e-49,0.804703810165456,0.839,0.603,5.32545170239007e-45,ENSG00000186468,"Endothelial
Cells",RPS23,3,FALSE
Endothelial_Cells,3.00217664837288e-48,0.683803504520324,0.11,0.009,6.48770373713379e-44,ENSG00000108639,"Endothelial
Cells",SYNGR2,2,FALSE
Endothelial_Cells,3.75715632695688e-48,0.695804584605257,0.886,0.714,8.11921482255382e-44,ENSG00000187514,"Endothelial
Cells",PTMA,4,FALSE
Endothelial_Cells,8.80859478330607e-48,1.2138917443871,0.512,0.182,1.90353733267244e-43,ENSG00000155366,"Endothelial
Cells",RHOC,3,FALSE
Endothelial_Cells,1.1776113974182e-46,1.09120701680147,0.177,0.025,2.54481822982074e-42,ENSG00000119630,"Endothelial
Cells",PGF,2,FALSE
Endothelial_Cells,2.33001552010564e-46,1.18709481125334,0.358,0.095,5.03516353894829e-42,ENSG00000116016,"Endothelial
Cells",EPAS1,3,FALSE
Endothelial_Cells,7.3575011387998e-46,1.20602540106854,0.319,0.076,1.58995599609464e-41,ENSG00000171476,"Endothelial
Cells",HOPX,3,FALSE
Endothelial_Cells,1.89478314210757e-45,0.743865970448186,0.854,0.622,4.09462637009446e-41,ENSG00000112306,"Endothelial
Cells",RPS12,4,FALSE
Endothelial_Cells,3.54834150701412e-44,0.829979260005365,0.138,0.016,7.66796599665752e-40,ENSG00000171488,"Endothelial
Cells",LRRC8C,1,TRUE
Endothelial_Cells,8.59170281536161e-44,0.73718603340557,0.134,0.015,1.85666697839964e-39,ENSG00000157601,"Endothelial
Cells",MX1,1,TRUE
Endothelial_Cells,7.02390440435324e-43,0.677230545108175,0.886,0.69,1.51786574178073e-38,ENSG00000167526,"Endothelial
Cells",RPL13,3,FALSE
Endothelial_Cells,9.82863520009209e-43,1.17103589004855,0.307,0.075,2.1239680667399e-38,ENSG00000183696,"Endothelial
Cells",UPP1,3,FALSE
Endothelial_Cells,2.24765168739914e-41,1.04976449851618,0.319,0.082,4.85717529646955e-37,ENSG00000154734,"Endothelial
Cells",ADAMTS1,3,FALSE
Endothelial_Cells,3.54568374311986e-41,1.30503620278474,0.394,0.125,7.66222256888202e-37,ENSG00000142669,"Endothelial
Cells",SH3BGRL3,4,FALSE
Endothelial_Cells,3.63203933201567e-41,0.887126984518377,0.76,0.525,7.84883699648587e-37,ENSG00000142937,"Endothelial
Cells",RPS8,4,FALSE
Endothelial_Cells,4.10634803535575e-41,0.964710872211725,0.461,0.155,8.87381810440378e-37,ENSG00000160789,"Endothelial
Cells",LMNA,4,FALSE
Endothelial_Cells,5.00759909388521e-41,0.886803679398095,0.157,0.022,1.08214216418859e-36,ENSG00000104870,"Endothelial
Cells",FCGRT,3,FALSE
Endothelial_Cells,5.33040221463814e-41,0.639404998278492,0.874,0.696,1.1518999185833e-36,ENSG00000147403,"Endothelial
Cells",RPL10,5,FALSE
Endothelial_Cells,1.55299983804542e-40,0.852068979602089,0.776,0.572,3.35603265001616e-36,ENSG00000140988,"Endothelial
Cells",RPS2,3,FALSE
Endothelial_Cells,1.60504841732056e-40,1.21386216485893,0.598,0.315,3.46850962982973e-36,ENSG00000132963,"Endothelial
Cells",POMP,3,FALSE
Endothelial_Cells,1.03735609580915e-39,1.24830862238386,0.331,0.094,2.24172652304357e-35,ENSG00000095794,"Endothelial
Cells",CREM,3,FALSE
Endothelial_Cells,3.77537661261834e-39,1.12809777456887,0.272,0.064,8.15858885986823e-35,ENSG00000196843,"Endothelial
Cells",ARID5A,3,FALSE
Endothelial_Cells,1.45413670743967e-38,0.741239660918895,0.815,0.597,3.14238942477713e-34,ENSG00000075624,"Endothelial
Cells",ACTB,4,FALSE
Endothelial_Cells,2.69317405014033e-38,0.732838265984858,0.807,0.611,5.81994912235325e-34,ENSG00000233927,"Endothelial
Cells",RPS28,3,FALSE
Endothelial_Cells,1.10966364198939e-37,1.17027334571734,0.378,0.124,2.39798313033907e-33,ENSG00000171105,"Endothelial
Cells",INSR,1,TRUE
Endothelial_Cells,2.05075597690926e-37,1.09898156865712,0.358,0.109,4.43168366610092e-33,ENSG00000100234,"Endothelial
Cells",TIMP3,3,FALSE
Endothelial_Cells,1.62741667411669e-36,0.735873653374572,0.803,0.595,3.51684743276618e-32,ENSG00000108298,"Endothelial
Cells",RPL19,5,FALSE
Endothelial_Cells,1.93348385338434e-36,1.00034269204906,0.224,0.048,4.17825860716355e-32,ENSG00000188313,"Endothelial
Cells",PLSCR1,4,FALSE
Endothelial_Cells,1.68672829428974e-35,1.01818593552645,0.457,0.174,3.64501984396012e-31,ENSG00000131981,"Endothelial
Cells",LGALS3,2,FALSE
Endothelial_Cells,5.74537980250232e-35,1.10314643193682,0.358,0.116,1.24157657532075e-30,ENSG00000113140,"Endothelial
Cells",SPARC,2,FALSE
Endothelial_Cells,6.03101311530231e-35,1.04541574766456,0.213,0.045,1.30330193421683e-30,ENSG00000074416,"Endothelial
Cells",MGLL,4,FALSE
Endothelial_Cells,1.63549378248514e-34,0.579486587895957,0.858,0.693,3.53430206395038e-30,ENSG00000229117,"Endothelial
Cells",RPL41,5,FALSE
Endothelial_Cells,3.2457955598632e-34,1.04207142270517,0.299,0.084,7.01416420486437e-30,ENSG00000150093,"Endothelial
Cells",ITGB1,4,FALSE
Endothelial_Cells,3.99259216634719e-34,0.985330518099044,0.189,0.037,8.62799167147627e-30,ENSG00000163565,"Endothelial
Cells",IFI16,3,FALSE
Endothelial_Cells,4.73840863374007e-34,0.74067685580417,0.783,0.589,1.02397010575123e-29,ENSG00000149273,"Endothelial
Cells",RPS3,3,FALSE
Endothelial_Cells,1.33916507200645e-33,0.677206353086364,0.157,0.026,2.89393572060594e-29,ENSG00000205336,"Endothelial
Cells",ADGRG1,2,FALSE
Endothelial_Cells,1.98617828305427e-33,0.607101620957202,0.878,0.568,4.29213126968027e-29,ENSG00000026025,"Endothelial
Cells",VIM,4,FALSE
Endothelial_Cells,8.87868713079501e-33,0.870619598231149,0.165,0.029,1.9186842889648e-28,ENSG00000183722,"Endothelial
Cells",LHFPL6,3,FALSE
Endothelial_Cells,1.01544974628546e-32,0.745671761660159,0.146,0.023,2.19438690172289e-28,ENSG00000105699,"Endothelial
Cells",LSR,1,TRUE
Endothelial_Cells,1.31501800924847e-32,0.759131747652369,0.752,0.564,2.84175391798595e-28,ENSG00000198034,"Endothelial
Cells",RPS4X,3,FALSE
Endothelial_Cells,2.90277279833222e-32,1.00321860246331,0.276,0.076,6.27289201719593e-28,ENSG00000183255,"Endothelial
Cells",PTTG1IP,2,FALSE
Endothelial_Cells,3.25751146672034e-32,0.713634103979871,0.169,0.031,7.03948227958265e-28,ENSG00000196562,"Endothelial
Cells",SULF2,3,FALSE
Endothelial_Cells,7.87461894830977e-32,0.91359507436336,0.13,0.019,1.70170515472974e-27,ENSG00000136830,"Endothelial
Cells",FAM129B,2,FALSE
Endothelial_Cells,1.64792710624743e-31,0.510141143837636,0.866,0.768,3.56117047660069e-27,ENSG00000173812,"Endothelial
Cells",EIF1,3,FALSE
Endothelial_Cells,2.24792860787941e-31,1.07568499167127,0.457,0.192,4.85777372162742e-27,ENSG00000125148,"Endothelial
Cells",MT2A,3,FALSE
Endothelial_Cells,4.45485299350959e-31,0.959975909423058,0.209,0.047,9.62693731897422e-27,ENSG00000169504,"Endothelial
Cells",CLIC4,2,FALSE
Endothelial_Cells,9.12744808391572e-31,0.97778413357928,0.339,0.11,1.97244153093419e-26,ENSG00000148180,"Endothelial
Cells",GSN,4,FALSE
Endothelial_Cells,2.4203467418476e-30,1.04787166172408,0.528,0.274,5.23036930913267e-26,ENSG00000087074,"Endothelial
Cells",PPP1R15A,3,FALSE
Endothelial_Cells,5.23358867561282e-30,0.78171616261436,0.161,0.03,1.13097851279993e-25,ENSG00000153721,"Endothelial
Cells",CNKSR3,1,TRUE
Endothelial_Cells,5.69736408384932e-30,0.675647526048459,0.76,0.587,1.23120037851984e-25,ENSG00000108107,"Endothelial
Cells",RPL28,5,FALSE
Endothelial_Cells,6.29097963092626e-30,0.75196361232814,0.134,0.021,1.35948069824317e-25,ENSG00000164741,"Endothelial
Cells",DLC1,3,FALSE
Endothelial_Cells,7.83544390054863e-30,0.789238931290617,0.134,0.022,1.69323942690856e-25,ENSG00000090339,"Endothelial
Cells",ICAM1,2,FALSE
Endothelial_Cells,8.84095335568387e-30,0.671191494621702,0.185,0.039,1.91053002016328e-25,ENSG00000140575,"Endothelial
Cells",IQGAP1,4,FALSE
Endothelial_Cells,3.19146857484801e-29,0.935883105265552,0.146,0.026,6.89676359024656e-25,ENSG00000139318,"Endothelial
Cells",DUSP6,2,FALSE
Endothelial_Cells,9.41515796257123e-29,0.62785538862701,0.795,0.616,2.03461563571164e-24,ENSG00000144713,"Endothelial
Cells",RPL32,4,FALSE
Endothelial_Cells,2.77591077320417e-28,0.881373403094326,0.197,0.045,5.99874318089422e-24,ENSG00000143537,"Endothelial
Cells",ADAM15,1,TRUE
Endothelial_Cells,3.03714463472999e-28,0.738585584391361,0.114,0.017,6.56326955565151e-24,ENSG00000168386,"Endothelial
Cells",FILIP1L,4,FALSE
Endothelial_Cells,3.37906865053995e-28,0.674779559008081,0.776,0.598,7.30216735381684e-24,ENSG00000138326,"Endothelial
Cells",RPS24,4,FALSE
Endothelial_Cells,3.41749587405233e-28,0.545852676034633,0.85,0.697,7.38520858382709e-24,ENSG00000100316,"Endothelial
Cells",RPL3,3,FALSE
Endothelial_Cells,4.35745619423356e-28,0.663791065780598,0.134,0.022,9.41646283573873e-24,ENSG00000138821,"Endothelial
Cells",SLC39A8,1,TRUE
Endothelial_Cells,4.54728895026001e-28,0.954380431905081,0.232,0.062,9.82669142151188e-24,ENSG00000125266,"Endothelial
Cells",EFNB2,2,FALSE
Endothelial_Cells,4.63155584689664e-28,1.03988437997951,0.449,0.205,1.00087921851436e-23,ENSG00000114353,"Endothelial
Cells",GNAI2,3,FALSE
Endothelial_Cells,4.85775965804893e-28,0.705954372887157,0.319,0.098,1.04976186210437e-23,ENSG00000128567,"Endothelial
Cells",PODXL,2,FALSE
Endothelial_Cells,4.89051243876158e-28,0.918780253048062,0.244,0.068,1.05683973801638e-23,ENSG00000130202,"Endothelial
Cells",NECTIN2,3,FALSE
Endothelial_Cells,5.38822927776166e-28,0.678218370966052,0.744,0.563,1.16439634692429e-23,ENSG00000105193,"Endothelial
Cells",RPS16,4,FALSE
Endothelial_Cells,3.25965377708276e-27,0.747118057987262,0.11,0.016,7.04411181227586e-23,ENSG00000171992,"Endothelial
Cells",SYNPO,1,TRUE
Endothelial_Cells,1.08485701515883e-26,0.76980699060071,0.201,0.049,2.34437600975824e-22,ENSG00000075426,"Endothelial
Cells",FOSL2,4,FALSE
Endothelial_Cells,1.08713770402195e-26,0.572941557452409,0.799,0.653,2.34930457839143e-22,ENSG00000142676,"Endothelial
Cells",RPL11,4,FALSE
Endothelial_Cells,1.2283993400589e-26,0.618769180965919,0.126,0.021,2.65457097386729e-22,ENSG00000170989,"Endothelial
Cells",S1PR1,1,TRUE
Endothelial_Cells,1.25428006439498e-26,0.638218370794088,0.768,0.594,2.71049921915756e-22,ENSG00000177954,"Endothelial
Cells",RPS27,5,FALSE
Endothelial_Cells,5.05521343108012e-26,0.456377654064356,0.15,0.029,1.09243162245641e-21,ENSG00000173706,"Endothelial
Cells",HEG1,2,FALSE
Endothelial_Cells,8.35241403104205e-26,0.886732332443643,0.276,0.088,1.80495667210819e-21,ENSG00000100243,"Endothelial
Cells",CYB5R3,3,FALSE
Endothelial_Cells,1.05490580769669e-25,0.623032762305982,0.76,0.61,2.27965145043255e-21,ENSG00000130522,"Endothelial
Cells",JUND,4,FALSE
Endothelial_Cells,1.10627448711997e-25,1.03519978660618,0.236,0.068,2.39065916666625e-21,ENSG00000158716,"Endothelial
Cells",DUSP23,2,FALSE
Endothelial_Cells,1.90919039845202e-25,0.708558832908585,0.72,0.545,4.12576045105481e-21,ENSG00000105640,"Endothelial
Cells",RPL18A,4,FALSE
Endothelial_Cells,2.02655477300125e-25,0.474213576302567,0.85,0.737,4.37938486445571e-21,ENSG00000087086,"Endothelial
Cells",FTL,5,FALSE
Endothelial_Cells,2.72885997367307e-25,0.796985550014693,0.189,0.046,5.89706640310751e-21,ENSG00000112378,"Endothelial
Cells",PERP,1,TRUE
Endothelial_Cells,8.38470840411873e-25,0.820650306178185,0.217,0.06,1.81193548613006e-20,ENSG00000129657,"Endothelial
Cells",SEC14L1,2,FALSE
Endothelial_Cells,9.98973861002886e-25,1.01717583140374,0.287,0.098,2.15878251362724e-20,ENSG00000189171,"Endothelial
Cells",S100A13,2,FALSE
Endothelial_Cells,1.70799352843786e-24,0.530472840883336,0.815,0.659,3.69097401495422e-20,ENSG00000145425,"Endothelial
Cells",RPS3A,4,FALSE
Endothelial_Cells,2.05143171037653e-24,1.07465071426466,0.327,0.126,4.43314392612369e-20,ENSG00000127314,"Endothelial
Cells",RAP1B,4,FALSE
Endothelial_Cells,2.20819231265179e-24,0.960879735995441,0.445,0.215,4.77190358764052e-20,ENSG00000143384,"Endothelial
Cells",MCL1,4,FALSE
Endothelial_Cells,2.97155676207391e-24,0.623163274823526,0.13,0.024,6.42153416284173e-20,ENSG00000107738,"Endothelial
Cells",VSIR,2,FALSE
Endothelial_Cells,3.71002086535933e-24,0.931307973798167,0.244,0.074,8.0173550900415e-20,ENSG00000136802,"Endothelial
Cells",LRRC8A,2,FALSE
Endothelial_Cells,3.83817929560634e-24,0.711825571313852,0.701,0.546,8.29430545780529e-20,ENSG00000105372,"Endothelial
Cells",RPS19,3,FALSE
Endothelial_Cells,5.13776810585819e-24,0.693789598115868,0.685,0.511,1.11027168767595e-19,ENSG00000198918,"Endothelial
Cells",RPL39,4,FALSE
Endothelial_Cells,6.49357396115847e-24,0.704267301807948,0.201,0.053,1.40326133300635e-19,ENSG00000111859,"Endothelial
Cells",NEDD9,3,FALSE
Endothelial_Cells,1.09085746782703e-23,0.91006920449793,0.217,0.061,2.35734298797421e-19,ENSG00000168309,"Endothelial
Cells",FAM107A,3,FALSE
Endothelial_Cells,1.2669883775945e-23,0.67490243534616,0.142,0.029,2.73796188398171e-19,ENSG00000143079,"Endothelial
Cells",CTTNBP2NL,1,TRUE
Endothelial_Cells,2.50884467783469e-23,0.558928529791779,0.106,0.017,5.42161334880076e-19,ENSG00000128294,"Endothelial
Cells",TPST2,1,TRUE
